,Institution,Subject,Degree_type_and_admission_semester,Accept_or_reject,Method_of_communication,Date,GPA,GRE_Verbal,GRE_Quantitative,GRE_Writing,GRE_Subject,Student_classification,Date_posted,Comments,American,Papers,Research,Decision
127,Cornell University,Physics,PhD (F19),Rejected, E-mail,2 Mar 2019,3.64,167.0,169.0,4.0,980.0,I,1 Mar 2019,Owie.,0,0.0,0.0,0
128,Cornell University,Physics,PhD (F19),Rejected, E-mail,1 Mar 2019,3.93,158.0,170.0,4.0,980.0,I,1 Mar 2019,CMT,0,0.0,0.0,0
129,University Of Florida (Gainesville),Physics,PhD (F19),Accepted, E-mail,1 Mar 2019,3.94,155.0,165.0,4.0,680.0,A,1 Mar 2019,"Attend a very small liberal arts school. Double major in math and physics. One international REU through UF, no other research experience and no publications. Mentioned the professor who ran the REU in my SoP, since he does the research I want to get involved with. This is likely what got me in. Acceptance is recommended to the graduate school, awaiting formal letter.",1,0.0,1.0,1
130,Montana State University,Physics,PhD (F19),Accepted, E-mail,27 Feb 2019,2.9,152.0,157.0,3.5,530.0,A,1 Mar 2019,"Currently getting a MS in Physics. 1 paper in submission to ApJ, another in the works. 6 conference presentations. At least 1 very strong LOR. 3 workshops attended between HPC and Astrophysics. Teaching experience.",1,1.0,0.0,1
131,"University Of California, Santa Cruz",Physics,PhD (F19),Rejected, E-mail,28 Feb 2019,2.9,152.0,157.0,3.5,530.0,A,1 Mar 2019,"Currently getting a MS in Physics. 1 paper in submission to ApJ, another in the works. 6 conference presentations. At least 1 very strong LOR. 3 workshops attended between HPC and Astrophysics. Teaching experience.",1,1.0,0.0,0
133,"University Of California, Santa Cruz",Physics,PhD (F19),Rejected, E-mail,28 Feb 2019,3.68,146.0,170.0,3.0,910.0,I,1 Mar 2019,Email to check the status. Focus on Astrophysics. Two-year research on astrophysics. Maybe it is still very competitive in the Physics Department.,0,0.0,1.0,0
134,"University Of California, Santa Cruz",Physics,PhD (F19),Rejected, E-mail,1 Mar 2019,3.65,160.0,161.0,4.5,790.0,A,28 Feb 2019,,1,0.0,0.0,0
135,"University Of California, Santa Cruz",Physics,PhD (F19),Rejected, E-mail,28 Feb 2019,3.94,155.0,165.0,4.0,680.0,A,28 Feb 2019,"Attend a very small liberal arts school. Double major in math and physics. One international REU, no other research experience and no publications.",1,0.0,1.0,0
136,University Of Notre Dame,Physics,PhD (F19),Rejected, E-mail,28 Feb 2019,3.94,155.0,165.0,4.0,680.0,A,28 Feb 2019,"Attend a very small liberal arts school. Double major in math and physics. One international REU, no other research experience and no publications.",1,0.0,1.0,0
139,Purdue University - West Lafayette,Physics,PhD (F19),Accepted, E-mail,26 Feb 2019,3.9,159.0,168.0,4.0,970.0,I,27 Feb 2019,May decline soon,0,0.0,0.0,1
140,Cornell University,Physics,PhD (F19),Rejected, E-mail,26 Feb 2019,3.49,154.0,160.0,3.5,830.0,I,27 Feb 2019,"3 LoR, 1 from US professor. No publication. 3 research experiences. No interview.",0,1.0,1.0,0
141,Brown University,Physics,PhD (F19),Rejected, Postal Service,26 Feb 2019,3.49,154.0,160.0,3.5,830.0,I,27 Feb 2019,"3 LoR, I guess two of them are strong, one from Brown Physics professor, 1 summer research experience in Brown. Some research experience in home university. No publication.",0,1.0,1.0,0
142,Brown University,Physics,PhD (F19),Rejected, Website,26 Feb 2019,3.69,161.0,170.0,4.5,910.0,I,26 Feb 2019,Applied for HEP-th. Notified by email to check application portal.,0,0.0,0.0,0
143,"University Of California, Davis",Physics,PhD (F19),Accepted, E-mail,26 Feb 2019,3.52,160.0,169.0,3.5,990.0,I,26 Feb 2019,Two 1-st author publications. Apply for CME/CMT. Experimental research exp in quantum optics and theoretical research exp in topological materials. Almost 4.0 GPA in junior year. 7th offer....may decline soon. Best wishes to all others.,0,1.0,1.0,1
144,Georgia Institute Of Technology,Physics,PhD (F19),Rejected, E-mail,26 Feb 2019,3.52,160.0,169.0,3.5,990.0,I,26 Feb 2019,Email to check website... Apply for CME. Don't know why they reject me but it doesn't matter.,0,0.0,0.0,0
145,UC Santa Barbara (UCSB),Physics,PhD (F19),Rejected, E-mail,27 Feb 2019,3.93,158.0,170.0,4.0,980.0,I,26 Feb 2019,5-th rej. Whew,0,0.0,0.0,0
146,"University Of California, Davis",Physics,PhD (F19),Accepted, E-mail,27 Feb 2019,3.64,164.0,167.0,3.5,980.0,I,26 Feb 2019,"Cosmology.
Three publications, summer research at UCLA.",0,1.0,1.0,1
147,Ohio State University,Physics,PhD (F19),Accepted, E-mail,26 Feb 2019,3.62,164.0,167.0,3.5,980.0,I,26 Feb 2019,"Cosmology
Three publications, summer research at UCLA
TA appointment currently carries a stipend of at least $1915 per month for the nine-month academic year.",0,1.0,1.0,1
148,"University Of California, Santa Barbara",Physics,PhD (F19),Rejected, E-mail,26 Feb 2019,3.96,159.0,157.0,3.0,760.0,A,26 Feb 2019,Expected. Hep-Th. 4 summer internships. Really good LORs. Couple publications in the works.,1,1.0,0.0,0
150,Arizona State University,Physics,PhD (F19),Rejected, E-mail,26 Feb 2019,3.58,159.0,160.0,4.0,610.0,A,26 Feb 2019,"CMT, one 1st author pub. in Phys. Rev. B, 3 yrs research with prof, good LORs, teaching exp., the GPA is for Masters in Physics.  My guess is the GRE problem.  But GREs have been discredited in peer reviewed literature many times. (Recent study by U.Mass. Amherst). For males, it is a negative indicator of success in grad school, and for females there is no correlation.",1,1.0,1.0,0
151,"University Of California, Santa Barbara",Physics,PhD (F19),Rejected, E-mail,26 Feb 2019,3.9,162.0,162.0,4.0,850.0,A,26 Feb 2019,,1,0.0,0.0,0
152,University Of Rhode Island,Physics,PhD (F19),Accepted, E-mail,26 Feb 2019,3.6,150.0,158.0,3.5,670.0,U,26 Feb 2019,,0,0.0,0.0,1
153,"University Of California, Santa Barbara",Physics,PhD (F19),Rejected, E-mail,26 Feb 2019,3.6,156.0,170.0,4.0,850.0,I,26 Feb 2019,"CMT - 2 co-author papers, 2 1st author in prep.",0,1.0,0.0,0
154,UC Santa Barbara (UCSB),Physics,PhD (F19),Rejected, Website,26 Feb 2019,3.7,161.0,167.0,4.5,980.0,I,26 Feb 2019,lol,0,0.0,0.0,0
156,Brown University,Physics,PhD (F19),Rejected, E-mail,25 Feb 2019,3.8,156.0,170.0,4.0,960.0,I,26 Feb 2019,wasn't expecting this at all; congrats to those who got admits,0,0.0,0.0,0
157,UC Santa Barbara (UCSB),Physics,PhD (F19),Rejected, E-mail,26 Feb 2019,3.8,156.0,170.0,4.0,960.0,I,26 Feb 2019,"Hep-th; they finally bothered to make it official ðª;
Congratulations to the ones who got in",0,0.0,0.0,0
158,"University Of California, Santa Barbara",Physics,PhD (F19),Rejected, Website,26 Feb 2019,3.97,165.0,170.0,3.5,980.0,A,26 Feb 2019,"STRONG letter of rec. Like, the best, most amazing letter of rec you have ever seen. A real bute.",1,0.0,0.0,0
159,UC Santa Barbara,Physics,PhD (F19),Rejected, Website,26 Feb 2019,3.88,168.0,167.0,4.5,870.0,A,26 Feb 2019,hep th. 1a/10r,1,0.0,0.0,0
164,Brown University,Physics,PhD (F19),Rejected, Website,26 Feb 2019,3.69,161.0,170.0,4.5,910.0,I,26 Feb 2019,Applied for HEP-th. Email to check website.,0,0.0,0.0,0
165,Duke University,Physics,PhD (F19),Rejected, E-mail,25 Feb 2019,3.79,163.0,166.0,4.0,930.0,I,26 Feb 2019,,0,0.0,0.0,0
166,UC Santa Barbara (UCSB),Physics,PhD (F19),Rejected, Other,26 Feb 2019,4.0,160.0,170.0,5.0,910.0,A,26 Feb 2019,""" All of our initial offers have been made, we will be updating the status of your application by end of this month"" - Jennifer
Contacted Lars Bildsten via a phone call today and he said the same thing, so I think it's a lost cause!! Had high expectations from them but I have an offer from UC Berkeley",1,0.0,0.0,0
167,Ohio State University,Physics,PhD (F19),Accepted, E-mail,25 Feb 2019,3.52,160.0,169.0,3.5,990.0,I,26 Feb 2019,Apply for CME/CMT. Two 1-st author publications. May decline soon.,0,1.0,0.0,1
168,Brown University,Physics,PhD (F19),Rejected, E-mail,26 Feb 2019,3.52,160.0,169.0,3.5,990.0,I,26 Feb 2019,Apply for CME/CMT. Two 1-st author publications. Not sad,0,1.0,0.0,0
169,Cornell University,Physics,PhD (F19),Rejected, E-mail,26 Feb 2019,3.52,160.0,169.0,3.5,990.0,I,26 Feb 2019,Apply for CME/CMT. Two 1-st author publications. Sad....,0,1.0,0.0,0
170,California Institute Of Technology,Physics,PhD (F19),Rejected, E-mail,26 Feb 2019,3.66,167.0,169.0,4.0,980.0,I,25 Feb 2019,"Expected, but still, ouch.",0,0.0,0.0,0
171,California Institute Of Technology,Physics,PhD (F19),Rejected, E-mail,26 Feb 2019,3.97,165.0,170.0,3.5,980.0,A,25 Feb 2019,STRONG letter of rec.,1,0.0,0.0,0
172,Cornell University,Physics,PhD (F19),Rejected, E-mail,26 Feb 2019,3.87,162.0,164.0,5.0,550.0,A,25 Feb 2019,HepX,1,0.0,0.0,0
173,Harvard University,Physics,PhD (F19),Rejected, E-mail,26 Feb 2019,3.7,158.0,163.0,5.0,650.0,A,25 Feb 2019,HEP Ex,1,0.0,0.0,0
174,California Institute Of Technology,Physics,PhD (F19),Rejected, E-mail,26 Feb 2019,3.7,158.0,163.0,5.0,650.0,A,25 Feb 2019,HEP Ex,1,0.0,0.0,0
175,Ohio University,Physics,PhD (F19),Wait listed, E-mail,25 Feb 2019,3.58,159.0,160.0,4.0,610.0,A,25 Feb 2019,"CMT, one 1st author pub in Phys. Rev. B, 3 yrs research with prof, good LORs, teaching exp, the GPA is for Masters.",1,1.0,1.0,0
177,Harvard University,Physics,PhD (F19),Rejected, E-mail,25 Feb 2019,3.97,159.0,168.0,4.0,950.0,A,25 Feb 2019,Email to check website. Applied for CMT. 6th rejection :),1,0.0,0.0,0
178,Harvard Graduate School Of Arts And Sciences,Physics,PhD (F19),Rejected, Website,25 Feb 2019,3.6,159.0,168.0,4.5,860.0,A,25 Feb 2019,AMO,1,0.0,0.0,0
180,Harvard University,Physics,PhD (F19),Rejected, Website,25 Feb 2019,3.88,168.0,167.0,4.5,870.0,A,25 Feb 2019,hep th. randomly checked website. 1a/8r,1,0.0,0.0,0
181,Harvard Graduate School Of Arts And Sciences,Physics,PhD (F19),Rejected, Website,25 Feb 2019,3.9,145.0,165.0,3.0,970.0,I,25 Feb 2019,Just checked the website!,0,0.0,0.0,0
182,Brown University,Physics,PhD (F19),Rejected, Website,25 Feb 2019,3.7,161.0,167.0,4.5,980.0,I,25 Feb 2019,Email to check Website. Hep-th.,0,0.0,0.0,0
183,Cornell University,Physics,PhD (F19),Rejected, E-mail,25 Feb 2019,3.97,159.0,168.0,4.0,950.0,A,25 Feb 2019,Applied for CMT,1,0.0,0.0,0
184,Cornell University,Physics,PhD (F19),Rejected, E-mail,25 Feb 2019,3.7,153.0,170.0,3.5,990.0,U,25 Feb 2019,"Hep-th, sad",0,0.0,0.0,0
185,Duke University,Physics,PhD (F19),Wait listed, Website,25 Feb 2019,3.39,158.0,156.0,4.0,660.0,A,25 Feb 2019,Email to check website. High energy experiment.,1,0.0,0.0,0
186,Duke University,Physics,PhD (F19),Rejected, E-mail,25 Feb 2019,3.38,161.0,164.0,5.0,770.0,A,25 Feb 2019,"Applied for HEP-th, got email to check website",1,0.0,0.0,0
187,SUNY Stony Brook,Physics,PhD (F19),Rejected, E-mail,25 Feb 2019,3.69,161.0,170.0,4.5,910.0,I,25 Feb 2019,Applied for HEP-th. Rejected upon inquiry.,0,0.0,0.0,0
188,Duke University,Physics,PhD (F19),Rejected, E-mail,25 Feb 2019,3.69,161.0,170.0,4.5,910.0,I,25 Feb 2019,Applied for HEP-th. Email to check website.,0,0.0,0.0,0
189,"University Of Californa, Los Angeles (UCLA)",Physics,PhD (F19),Accepted, E-mail,22 Feb 2019,3.4,160.0,160.0,3.5,980.0,I,25 Feb 2019,"Wow! I can't believe it.
",0,0.0,0.0,1
190,University Of Oxford,Physics,PhD (F19),Interview, E-mail,20 Feb 2019,3.67,157.0,165.0,4.0,910.0,I,25 Feb 2019,Particle Physics. Interview on 25th February 2019.,0,0.0,0.0,0
191,"University Of Californa, Los Angeles (UCLA)",Physics,PhD (F18),Accepted, E-mail,21 Feb 2019,4.0,164.0,162.0,4.0,850.0,A,24 Feb 2019,"Applied for CME/CMT, I think they must be releasing acceptances in small waves.",1,0.0,0.0,1
192,Brandeis University,Physics,PhD (F19),Interview, Other,24 Jan 2019,3.87,162.0,164.0,5.0,550.0,A,24 Feb 2019,"Contacted by professor, informed through Skype. Official invitation didn't come for about a month. HepX",1,0.0,0.0,0
193,Johns Hopkins University,Physics,PhD (F19),Accepted, E-mail,1 Feb 2019,3.87,162.0,164.0,5.0,550.0,A,24 Feb 2019,HepX,1,0.0,0.0,1
194,Southern Methodist University,Physics,PhD (F19),Accepted, Other,25 Jan 2019,3.87,162.0,164.0,5.0,550.0,A,24 Feb 2019,Professor contacted me by email and informed me over skype. Didn't receive official offer for another month. HepX,1,0.0,0.0,1
195,Northeastern University,Physics,PhD (F19),Accepted, Website,1 Feb 2019,3.87,162.0,164.0,5.0,550.0,A,24 Feb 2019,HepX,1,0.0,0.0,1
196,Carnegie Mellon University,Physics,PhD (F19),Accepted, E-mail,29 Jan 2019,3.87,162.0,164.0,5.0,550.0,A,24 Feb 2019,HepX,1,0.0,0.0,1
197,UC Santa Barbara (UCSB),Physics,PhD (F19),Rejected, Other,20 Feb 2019,3.7,153.0,170.0,3.5,990.0,U,23 Feb 2019,"Applied for gravity/string theory, emailed a young professor personally and he replied ""it is unlikely that we will be able to make you an offer this year"".",0,0.0,0.0,0
198,University Of Southern California,Physics,PhD (F19),Rejected, E-mail,22 Feb 2019,3.69,161.0,170.0,4.5,910.0,I,22 Feb 2019,"Applied for HEP-th. One year research experience after master's, no publications.",0,0.0,1.0,0
199,Harvard University,Applied Physics,PhD (F19),Rejected, E-mail,23 Feb 2019,3.93,158.0,170.0,4.0,980.0,I,22 Feb 2019,Time to move on folks.,0,0.0,0.0,0
200,"University Of California, Davis",Physics,PhD (F19),Accepted, E-mail,23 Feb 2019,3.75,160.0,165.0,4.0,900.0,I,22 Feb 2019,Hep-th,0,0.0,0.0,1
201,"University Of California, Davis",Physics,PhD (F19),Accepted, E-mail,23 Feb 2019,3.67,157.0,165.0,4.0,910.0,I,22 Feb 2019,Nuclear Physics Department.,0,0.0,0.0,1
202,University Of Southern California,Physics,PhD (F19),Rejected, E-mail,22 Feb 2019,3.42,164.0,166.0,4.5,910.0,A,22 Feb 2019,,1,0.0,0.0,0
203,University Of Virginia,Physics,PhD (F19),Accepted, Website,22 Feb 2019,3.6,159.0,168.0,4.5,860.0,A,22 Feb 2019,AMO experiment,1,0.0,0.0,1
204,"University Of California, Davis",Physics,PhD (F19),Accepted, E-mail,22 Feb 2019,4.0,155.0,170.0,4.5,860.0,U,22 Feb 2019,"Strong LORs, 2+ years research in Cosmology, 2 first author papers. Got into Stanford so might no go here , Also the stipend is really low given that it is in California.",0,1.0,1.0,1
205,University Of Notre Dame,Physics,PhD (F19),Accepted, E-mail,22 Feb 2019,3.6,158.0,160.0,4.0,830.0,A,22 Feb 2019,Nuclear Experimental. 9 month TA for at least $22838,1,0.0,0.0,1
207,Michigan State University,Physics,PhD (F19),Accepted, E-mail,22 Feb 2019,3.79,163.0,166.0,4.0,930.0,I,22 Feb 2019,,0,0.0,0.0,1
208,UC Santa Cruz,Theoretical Physics,PhD (F19),Accepted, E-mail,21 Feb 2019,3.82,165.0,170.0,4.5,840.0,U,22 Feb 2019,"Was unofficially accepted by Profs first, then got in for hep-th.",0,0.0,0.0,1
209,Carnegie Mellon University,Physics,PhD (F19),Rejected, E-mail,21 Feb 2019,3.47,159.0,165.0,4.5,520.0,A,22 Feb 2019,"1 first author pub, substantial research experience, double major with a humanities",1,1.0,1.0,0
210,Michigan State University (MSU),Physics,PhD (F19),Accepted, E-mail,22 Feb 2019,3.69,154.0,166.0,3.0,910.0,I,22 Feb 2019,4 research projects but no publication. Contacted the potential professor before and interviewed on Jan 22.,0,0.0,1.0,1
211,Pennsylvania State University,Physics,PhD (F19),Accepted, E-mail,21 Feb 2019,3.52,160.0,169.0,3.5,990.0,I,21 Feb 2019,Email with attachments of offer. Apply for CME/CMT specifying intended area being topological materials. No contact before. Two 1-st author publications on international conferences in relating fields. Experimental research experience in quantum optics and theoretical research experience in topological materials. Almost 4.0 GPA in junior year with many core curricula. It seems that I applied too many universities....5th offer+1wl. May decline it soon. Wish everybody best luck.,0,1.0,1.0,1
212,Cornell University,Physics,PhD (F19),Rejected, E-mail,21 Feb 2019,3.96,159.0,157.0,3.0,760.0,A,21 Feb 2019,Expected but still a bummer. No prior contact. 1 SULI and 3 REU internships. Good LOR.,1,0.0,0.0,0
214,University Of Pittsburgh,Physics,PhD (F19),Other, Other,21 Feb 2019,3.77,154.0,167.0,3.0,880.0,U,21 Feb 2019,TTPB. Here are my stats.,0,0.0,0.0,0
215,Penn State (Pennsylvania State University),Physics,PhD (F19),Accepted, E-mail,22 Feb 2019,3.87,160.0,165.0,3.5,710.0,A,21 Feb 2019,,1,0.0,0.0,1
216,Cornell University,Physics,PhD (F19),Rejected, E-mail,22 Feb 2019,3.87,168.0,165.0,3.5,710.0,A,21 Feb 2019,,1,0.0,0.0,0
217,Ohio State University,Physics,PhD (F19),Accepted, E-mail,21 Feb 2019,2.9,152.0,157.0,3.5,530.0,A,21 Feb 2019,"Currently getting a MS in Physics. 1 paper in submission to ApJ, another in the works. 6 conference presentations. At least 1 very strong LOR. 3 workshops attended between HPC and Astrophysics. Teaching experience.",1,1.0,0.0,1
218,Brown University,Physics,PhD (F19),Accepted, E-mail,21 Feb 2019,3.8,155.0,168.0,4.0,880.0,I,21 Feb 2019,CME. Interviewed with a committee member one month ago. Offer a stipend of 29000/yr.,0,0.0,0.0,1
219,Cornell University,Physics,PhD (F19),Rejected, E-mail,21 Feb 2019,3.8,156.0,170.0,4.0,960.0,I,21 Feb 2019,Congrats to those who got in;Hep-th;,0,0.0,0.0,0
220,Penn State University (PSU),Physics,PhD (F19),Accepted, E-mail,8 Feb 2019,3.69,161.0,170.0,4.5,910.0,I,21 Feb 2019,Email was lying in my inbox for two weeks. Applied for HEP-th (Center for Fundamental Theory). One year research experience after graduation. No publications.,0,1.0,1.0,1
221,Cornell University,Physics,PhD (F19),Rejected, E-mail,21 Feb 2019,3.7,158.0,163.0,5.0,650.0,A,21 Feb 2019,HEP - Ex,1,0.0,0.0,0
222,University Of Southern California,Physics,PhD (F19),Accepted, E-mail,13 Feb 2019,3.9,161.0,165.0,5.0,940.0,I,21 Feb 2019,Accepted for HET a week ago,0,0.0,0.0,1
223,University Of Illinois Urbana-Champaign (UIUC),Physics,PhD (F19),Accepted, E-mail,21 Feb 2019,3.59,148.0,166.0,3.0,990.0,I,21 Feb 2019,"CME. 2 publications, 2 submitted & 4 in preparation. Contact 2 profs in advance. Low GPA & GRE.",0,1.0,0.0,1
224,University Of Calgary,Physics,PhD (F19),Accepted, E-mail,21 Feb 2019,3.5,167.0,169.0,4.0,980.0,I,21 Feb 2019,Was interviewed on Feb 1 (Skype). I emailed them to update me on my status on Feb 18.,0,0.0,0.0,1
227,University Of Michigan,Physics,PhD (F19),Rejected, E-mail,13 Feb 2019,4.0,169.0,159.0,5.0,890.0,A,20 Feb 2019,,1,0.0,0.0,0
228,Georgia Institute Of Technology,Physics,PhD (F19),Accepted, E-mail,11 Feb 2019,4.0,169.0,159.0,5.0,890.0,A,20 Feb 2019,,1,0.0,0.0,1
